Player,Rank,ID,.,Tm,Pos,#,Hgt,Wgt,WS,Age,Exp,Drafted,College,Hometown,Nationality,Secondary,Salary,Ct,Personality,NYAMBI,G,GS,MPG,PPG,RPG,APG,SPG,BPG,TPG,FG%,FT%,3P%,TS%,eFG%,OBPM,DBPM,BPM,OWS,DWS,WS.1,WS48,ORtg,DRtg,NetRtg,PER,EWA,VORP,ORB%,DRB%,REB%,AST%,STL%,BLK%,TOV%,USG%,$/WS,$/WS48,Cur,Pot,Off Archetype,Def Archetype,InsS,MidS,OutS,FrT,SlfC,ShtD,BalD,FlDr,Fnsh,Play,Pass,Grav,Spac,Hndl,Iso,PstE,PnrE,BBIQ,OnBD,OffD,Help,Stl,PstD,RimP,OffR,DefR,Ath,End,FstS,Quck,Spd,Str,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MIN_adv,PER_adv,EWA_adv,OWS_adv,DWS_adv,WS_adv,WS48_adv,BPM_adv,OBPM_adv,DBPM_adv,VORP_adv,WARP,DRE,AWS,ORtg_adv,DRtg_adv,NetRtg_adv,RAPM,ORAPM,DRAPM,TS%_adv,3PAr,FTr,ORB%_adv,DRB%_adv,TRB%_adv,AST%_adv,STL%_adv,BLK%_adv,TOV%_adv,USG%_adv,PM,BoxC,OL,Spc,aTOV,Adj3P%,MIN_hsl,SA,SAPG,CSht,CSPG,DFL,DFPG,LBR,LBPG,CD,CDPG,MIN_shot,RimM,RimA,Rim%,ClsM,ClsA,Cls%,MidM,MidA,Mid%,LngM,LngA,Lng%,SL_3PM,SL_3PA,SL_3P%,SL_FT,SL_FTA,SL_FT%,2PM 0-2ft,2PA 0-2ft,Pct_2PM_0_2ft,2PM 2-4ft,2PA 2-4ft,Pct_2PM_2_4ft,2PM 4-6ft,2PA 4-6ft,Pct_2PM_4_6ft,2PM 6+ft,2PA 6+ft,Pct_2PM_6plus,3PM 0-2ft,3PA 0-2ft,Pct_3PM_0_2ft,3PM 2-4ft,3PA 2-4ft,Pct_3PM_2_4ft,3PM 4-6ft,3PA 4-6ft,Pct_3PM_4_6ft,3PM 6+ft,3PA 6+ft,Pct_3PM_6plus,MIN_onoff,On ORtg,Off ORtg,On Net,On DRtg,Off DRtg,Off Net,Floor Net,PO_Tm,PO_G,PO_GS,PO_MPG,PO_FG,PO_FGA,PO_FG%,PO_3P,PO_3PA,PO_3P%,PO_eFG%,PO_TS%,PO_FT,PO_FTA,PO_FT%,PO_ORB,PO_DRB,PO_TRB,PO_AST,PO_STL,PO_BLK,PO_TOV,PO_PF,PO_PPG,MIN_pt,Plays,Isolation_Poss,Isolation_PTS,Isolation_PPP,Isolation_eFG,PnR_BallHandler_Poss,PnR_BallHandler_PTS,PnR_BallHandler_PPP,PnR_BallHandler_eFG,PnR_Rollman_Poss,PnR_Rollman_PTS,PnR_Rollman_PPP,PnR_Rollman_eFG,PostUp_Poss,PostUp_PTS,PostUp_PPP,PostUp_eFG,SpotUp_Poss,SpotUp_PTS,SpotUp_PPP,SpotUp_eFG,Handoff_Poss,Handoff_PTS,Handoff_PPP,Handoff_eFG,Cut_Poss,Cut_PTS,Cut_PPP,Cut_eFG,OffScreen_Poss,OffScreen_PTS,OffScreen_PPP,OffScreen_eFG,Transition_Poss,Transition_PTS,Transition_PPP,Transition_eFG,Misc_Poss,Misc_PTS,Misc_PPP,Misc_eFG,WS_actual,ValueIndex,DollarPerWS,ScorePerUsage
henrik strietholt,348,417312,face,Skyhawks,SF/SG,29.0,77 -             6'5“;,212,0.2,24,3,"#36, Skyhawks, 2047",USC,"Tostedt, Germany",,,0,0+1t,Relaxed,10.2,43.0,0.0,2.5,1.5,0.1,0.4,0.1,0.0,0.19,0.551,1.0,0.286,0.62,0.592,-0.5,-4.1,-4.6,0.1,0.1,0.2,0.1,115.0,121.7,-6.7,16.4,0.1,-0.1,0.9,2.9,1.9,25.0,1.8,0.8,13.4,23.4,0,0,3.5,4.5,Secondary Creator,Wing Stopper,18,17,9,12,16,19,13,15,9,10,14,17,10,16,16,2,16,15,14,11,9,14,8,9,6,10,16,11,15,13,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,109.2,112.2,-3.0,130.4,116.1,14.3,-17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.0,0.06410256410256411
jaleel porter,349,448863,face,Stars,SG,17.0,79 -             6'7“;,212,0.2,21,1,"#25, Stars, 2049",Arkansas,"Lineville, Alabama",,,2750000,2+1t,Introverted,6.8,82.0,8.0,18.8,11.5,1.8,2.2,0.8,0.1,1.39,0.418,0.874,0.299,0.536,0.489,-2.9,-0.9,-3.7,-0.4,0.6,0.2,0.0,105.5,122.5,-17.0,15.0,-0.4,-0.7,3.3,7.1,5.2,17.4,2.2,0.6,11.4,28.3,"15,325,634","492,304,046",3.0,4.5,Secondary Creator,Chaser,11,9,16,15,10,8,13,12,9,10,15,15,14,15,16,1,15,15,10,10,9,13,6,6,13,6,17,9,14,16,13,11,4.1,9.7,1.4,4.6,2.0,2.3,0.6,1.2,1.8,2.2,0.83,0.13,1.4,0.8,1541.9,15.0,-0.4,-0.4,0.6,0.2,0.006,-3.7,-2.9,-0.9,-0.7,-1.8,0.4,3.4,105.5,122.5,-17.0,-5.3,-4.0,-1.4,0.536,0.473,0.238,3.3,7.1,5.2,17.4,2.2,0.6,11.4,28.3,-4.0,5.9,40.5,-1.2,9.0,0.299,1541.9,5.0,0.1,190.0,2.3,0.0,0.0,18.0,0.2,2.0,0.0,1541.9,152.0,248.0,0.613,29.0,80.0,0.363,31.0,64.0,0.484,9.0,29.0,0.31,113.0,378.0,0.299,190.0,166.0,0.874,84.0,190.0,0.442,111.0,250.0,0.444,54.0,143.0,0.378,85.0,216.0,0.394,2.0,18.0,0.111,22.0,95.0,0.232,33.0,103.0,0.32,56.0,162.0,0.346,1542,111.0,119.9,-8.9,120.5,119.3,1.1,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,1541.9,988.0,298.0,250.0,0.84,0.433,11.0,8.0,0.73,0.4,91.0,85.0,0.93,0.479,151.0,191.0,1.26,0.67,261.0,218.0,0.84,0.422,56.0,57.0,1.02,0.512,51.0,52.0,1.02,0.488,10.0,14.0,1.4,0.75,59.0,64.0,1.08,0.534,0.0,0.0,0.0,,0.2,-0.1818181818181818,13750000.0,0.40636042402826855
dominic aldridge,350,424138,face,Stonecutters,PG,8.0,77 -             6'5“;,193,2.5,22,3,"#33, Stonecutters, 2047",Arizona,"Jonesboro, Arkansas",,,1950000,1,Introverted,7.8,56.0,26.0,18.2,6.3,2.9,3.7,0.9,0.1,0.75,0.495,0.775,0.304,0.566,0.525,1.2,-0.9,0.4,1.7,0.8,2.5,0.1,124.9,118.7,6.2,14.9,-0.3,0.6,3.7,13.0,8.4,27.6,2.4,0.4,11.9,15.2,"776,253","16,484,065",3.5,3.5,Secondary Creator,Wing Stopper,17,14,10,15,18,13,9,15,19,17,17,18,8,14,10,2,11,11,17,16,9,17,2,1,19,19,16,13,13,16,11,15,2.4,4.9,0.3,1.0,1.1,1.4,0.6,2.3,2.9,3.7,0.91,0.09,0.8,0.8,1019.3,14.9,-0.3,1.7,0.8,2.5,0.118,0.4,1.2,-0.9,0.6,1.6,1.8,4.2,124.9,118.7,6.2,-5.9,-5.0,-0.9,0.566,0.204,0.291,3.7,13.0,8.4,27.6,2.4,0.4,11.9,15.2,-2.9,4.7,27.8,-0.2,7.3,0.265,1019.3,10.0,0.2,118.0,2.1,0.0,0.0,13.0,0.2,5.0,0.1,1019.3,95.0,153.0,0.621,7.0,29.0,0.241,16.0,31.0,0.516,1.0,6.0,0.167,17.0,56.0,0.304,80.0,62.0,0.775,43.0,84.0,0.512,43.0,93.0,0.462,19.0,46.0,0.413,31.0,52.0,0.596,0.0,0.0,0.0,3.0,12.0,0.25,4.0,20.0,0.2,10.0,24.0,0.417,1019,110.7,118.9,-8.3,118.4,116.9,1.5,-9.8,,,,,,,,,,,,,,,,,,,,,,,,,1019.3,346.0,99.0,109.0,1.1,0.559,2.0,2.0,1.0,0.5,30.0,28.0,0.93,0.571,53.0,51.0,0.96,0.558,94.0,94.0,1.0,0.513,13.0,7.0,0.54,0.313,25.0,15.0,0.6,0.263,4.0,6.0,1.5,0.667,26.0,36.0,1.38,0.625,0.0,0.0,0.0,,2.5,1.5897435897435899,780000.0,0.4144736842105263
aboubacar healy,351,452433,face,Stonecutters,SF/SG,0.0,77 -             6'5“;,211,,22,0,"#66, Stonecutters, 2050",UCLA,"Chicago, Illinois",,,0,0,Egotistical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,5.0,Secondary Creator,Wing Stopper,11,16,13,15,16,13,15,15,5,14,16,18,11,14,8,1,16,7,16,16,8,8,2,4,7,11,16,17,14,12,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leonardo bianchi,352,419875,face,Thunder,PF,16.0,83 -             6'11“;,238,0.0,21,3,"#18, Thunder, 2047",,"Flero, Italy",Italy,,0,0,Friendly,9.3,8.0,0.0,3.2,0.8,0.8,0.0,0.0,0.4,0.0,0.429,0.0,0.0,0.429,0.429,-6.7,-1.3,-8.0,0.0,0.0,0.0,0.0,88.5,114.0,-25.5,8.8,-0.1,0.0,0.0,23.8,12.0,0.0,0.0,9.5,0.0,11.5,0,0,4.0,4.0,Post Scorer,Mobile Big,18,7,10,9,17,4,18,19,13,13,8,5,9,6,13,15,9,12,3,19,7,8,17,17,15,13,13,11,8,4,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,113.7,118.5,-4.7,98.3,116.6,-18.3,13.5,Thunder,8.0,0.0,1.7,0.1,0.6,0.2,0.0,0.0,0.0,0.2,0.255,0.1,0.3,0.5,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.06956521739130435
zavyean murray,353,426943,face,Thunder,SF,21.0,79 -             6'7“;,236,0.9,21,2,"#18, Thunder, 2048",North Carolina,"Lake Zurich, Illinois",,,3550000,1+1t,Professional,7.7,80.0,20.0,25.2,8.6,3.2,1.7,1.3,0.1,1.08,0.401,0.788,0.281,0.499,0.461,-0.9,-1.0,-1.9,-0.6,1.5,0.9,0.0,103.8,119.2,-15.4,9.3,-6.2,0.1,4.7,8.4,6.5,8.6,2.5,0.2,11.1,16.3,"4,038,204","169,427,901",3.5,4.0,Secondary Creator,Wing Stopper,17,10,15,15,17,11,14,19,17,11,8,16,18,6,9,4,12,15,18,20,9,16,1,1,10,9,18,13,14,16,17,5,3.2,7.9,1.0,3.4,1.4,1.7,1.1,2.1,3.2,1.7,1.34,0.05,1.1,1.5,2013.9,9.3,-6.2,-0.6,1.5,0.9,0.021,-1.9,-0.9,-1.0,0.1,0.1,-0.2,3.2,103.8,119.2,-15.4,-3.4,-2.8,-0.6,0.499,0.428,0.217,4.7,8.4,6.5,8.6,2.5,0.2,11.1,16.3,-0.9,1.5,22.0,-0.8,9.3,0.281,2013.9,44.0,0.6,280.0,3.5,0.0,0.0,22.0,0.3,5.0,0.1,2013.9,126.0,205.0,0.615,19.0,73.0,0.26,19.0,51.0,0.373,13.0,32.0,0.406,76.0,270.0,0.281,137.0,108.0,0.788,48.0,141.0,0.34,80.0,192.0,0.417,49.0,119.0,0.412,76.0,179.0,0.425,2.0,12.0,0.167,14.0,67.0,0.209,23.0,76.0,0.303,37.0,115.0,0.322,2014,115.7,121.2,-5.5,116.5,116.4,0.1,-5.6,Thunder,19.0,1.0,21.4,3.5,7.3,0.482,1.4,3.3,0.413,0.576,0.635,2.3,2.6,0.898,0.7,1.7,2.4,1.3,1.21,0.21,1.0,1.1,10.7,2013.9,764.0,152.0,135.0,0.89,0.457,8.0,8.0,1.0,0.667,52.0,27.0,0.52,0.244,167.0,187.0,1.12,0.616,216.0,177.0,0.82,0.408,62.0,54.0,0.87,0.444,37.0,39.0,1.05,0.481,13.0,6.0,0.46,0.231,54.0,47.0,0.87,0.474,3.0,1.0,0.33,0.0,0.9,0.28169014084507044,3944444.4444444445,0.5276073619631901
kaan korkmaz,354,408101,face,Vultures,SF,62.0,79 -             6'7“;,204,0.2,23,1,"#16, Saints, 2049",,"Kahramanmaraş, Turkey",Turkey,,3850000,2+1t,Balanced,3.0,57.0,0.0,14.0,6.1,1.5,1.8,0.7,0.1,0.81,0.424,0.842,0.255,0.518,0.482,-1.3,-1.4,-2.7,-0.2,0.4,0.2,0.0,105.5,121.5,-16.0,11.8,-1.5,-0.1,3.9,6.7,5.3,17.4,2.4,0.8,12.0,20.5,"16,329,687","270,630,534",3.5,3.5,Secondary Creator,Wing Stopper,13,16,13,14,16,6,10,14,15,14,12,14,14,16,14,2,15,16,17,10,16,15,9,4,7,5,14,8,14,14,16,8,2.3,5.5,0.6,2.5,0.8,1.0,0.5,0.9,1.5,1.8,0.7,0.14,0.8,1.2,795.5,11.8,-1.5,-0.2,0.4,0.2,0.014,-2.7,-1.3,-1.4,-0.1,-0.4,0.3,2.1,105.5,121.5,-16.0,0.7,0.0,0.7,0.518,0.453,0.183,3.9,6.7,5.3,17.4,2.4,0.8,12.0,20.5,0.6,3.9,30.5,-1.4,9.1,0.255,795.5,6.0,0.1,157.0,2.8,0.0,0.0,10.0,0.2,3.0,0.1,795.5,58.0,79.0,0.734,10.0,29.0,0.345,18.0,37.0,0.486,10.0,25.0,0.4,36.0,141.0,0.255,57.0,48.0,0.842,20.0,49.0,0.408,45.0,92.0,0.489,25.0,62.0,0.403,42.0,108.0,0.389,1.0,5.0,0.2,5.0,25.0,0.2,11.0,38.0,0.289,19.0,73.0,0.26,796,116.1,116.8,-0.7,114.6,119.9,-5.3,4.6,Vultures,2.0,0.0,15.3,2.5,6.0,0.417,0.5,2.5,0.2,0.458,0.458,0.0,0.0,0.0,1.0,1.0,2.0,1.5,1.0,0.5,0.0,0.5,5.5,795.5,382.0,91.0,85.0,0.93,0.467,2.0,0.0,0.0,0.0,29.0,13.0,0.45,0.204,83.0,90.0,1.08,0.609,101.0,82.0,0.81,0.431,36.0,38.0,1.06,0.655,19.0,16.0,0.84,0.462,3.0,2.0,0.67,0.333,18.0,18.0,1.0,0.5,0.0,0.0,0.0,,0.2,0.025974025974025976,19250000.0,0.2975609756097561
jb winn,355,125881,face,Vultures,PF,3.0,83 -             6'11“;,252,2.1,27,8,"#21, Cyclones, 2042",North Carolina,"Laurel, Maryland",United States,,13000000,1+1p,Balanced,6.8,81.0,81.0,30.3,16.4,6.6,1.1,0.7,1.5,1.73,0.466,0.795,0.366,0.588,0.558,-2.0,0.6,-1.5,-0.1,2.1,2.1,0.0,108.1,118.0,-9.9,14.3,-1.4,0.3,4.4,18.2,11.2,5.2,1.1,4.1,11.1,22.3,"6,296,071","321,571,801",4.5,4.5,Stretch Big,Mobile Big,20,16,18,13,7,3,12,17,16,8,9,10,9,3,19,18,5,16,7,9,16,11,17,19,15,14,11,14,6,7,5,19,5.9,12.7,2.3,6.4,2.2,2.8,1.3,5.3,6.6,1.1,0.72,1.47,1.7,2.6,2451.6,14.3,-1.4,-0.1,2.1,2.1,0.04,-1.5,-2.0,0.6,0.3,0.9,1.3,5.9,108.1,118.0,-9.9,-1.4,-0.4,-1.0,0.588,0.502,0.218,4.4,18.2,11.2,5.2,1.1,4.1,11.1,22.3,-1.9,2.2,28.0,0.0,9.9,0.366,2451.6,,0.0,0.0,0.0,,0.0,,0.0,,0.0,2451.6,162.0,251.0,0.645,61.0,131.0,0.466,62.0,121.0,0.512,5.0,9.0,0.556,189.0,516.0,0.366,224.0,178.0,0.795,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1636,119.8,114.4,5.4,120.2,117.7,2.5,2.9,Vultures,2.0,2.0,31.3,4.5,11.5,0.391,2.0,6.0,0.333,0.478,0.521,3.5,5.5,0.636,2.5,10.0,12.5,1.5,0.5,2.5,3.0,2.5,14.5,2451.6,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,2.1,0.1846153846153846,6190476.19047619,0.7354260089686098
kenny cokley,356,61033,face,Warriors,PG,13.0,74 -             6'2“;,178,3.1,31,9,"#61, Warriors, 2041",Northern Kentucky,"Union, Kentucky",United States,,0,0,Professional,0.9,81.0,0.0,20.3,11.1,1.5,3.5,0.7,0.0,1.28,0.46,0.91,0.39,0.582,0.528,0.0,-2.3,-2.4,2.4,0.7,3.1,0.1,118.6,122.3,-3.7,15.9,0.3,-0.1,3.3,4.6,3.9,24.6,1.8,0.1,11.8,23.2,0,0,4.0,4.0,Primary Ballhandler,Point Of Attack,19,17,19,19,17,18,17,17,19,11,19,19,14,18,15,4,15,13,18,17,9,10,1,3,8,5,15,12,19,13,17,10,3.9,8.5,1.2,3.0,2.1,2.3,0.6,0.9,1.5,3.5,0.73,0.02,1.3,1.1,1642.4,15.9,0.3,2.4,0.7,3.1,0.089,-2.4,0.0,-2.3,-0.1,-0.4,1.4,4.2,118.6,122.3,-3.7,0.0,-0.4,0.5,0.582,0.349,0.272,3.3,4.6,3.9,24.6,1.8,0.1,11.8,23.2,0.5,8.2,38.5,0.3,8.1,0.389,1642.4,4.0,0.0,189.0,2.3,0.0,0.0,23.0,0.3,2.0,0.0,1642.4,145.0,246.0,0.589,41.0,102.0,0.402,31.0,80.0,0.388,7.0,22.0,0.318,94.0,241.0,0.39,188.0,171.0,0.91,52.0,133.0,0.391,108.0,219.0,0.493,49.0,131.0,0.374,109.0,208.0,0.524,1.0,6.0,0.167,13.0,51.0,0.255,28.0,76.0,0.368,52.0,108.0,0.481,1642,117.6,118.8,-1.2,116.4,116.4,-0.1,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,1642.4,869.0,300.0,311.0,1.04,0.485,6.0,8.0,1.33,0.5,88.0,79.0,0.9,0.471,104.0,133.0,1.28,0.759,198.0,201.0,1.02,0.553,51.0,51.0,1.0,0.534,64.0,53.0,0.83,0.417,5.0,2.0,0.4,0.0,52.0,52.0,1.0,0.488,1.0,0.0,0.0,0.0,3.1,,0.0,0.47844827586206895
isaac lopez,357,181484,face,Wolves,C/PF,0.0,83 -             6'11“;,249,1.0,24,5,"#15, Tritons, 2045",Oklahoma State,"The Woodlands, Texas",,,0,0,Friendly,10.1,50.0,6.0,8.0,4.3,1.7,0.6,0.1,0.3,0.36,0.616,0.896,0.0,0.669,0.616,-1.6,-0.2,-1.8,0.8,0.1,1.0,0.1,127.7,123.4,4.3,17.9,0.5,0.0,5.8,17.8,11.7,11.6,0.9,3.2,10.2,19.7,0,0,4.0,4.0,Post Scorer,Mobile Big,18,14,7,17,16,2,9,20,16,6,10,12,6,5,11,14,7,15,5,10,13,7,16,17,20,12,4,8,8,11,13,11,1.7,2.8,0.0,0.0,0.9,1.0,0.4,1.3,1.7,0.6,0.14,0.28,0.4,0.8,398.7,17.9,0.5,0.8,0.1,1.0,0.115,-1.8,-1.6,-0.2,0.0,0.1,0.9,1.9,127.7,123.4,4.3,-1.3,1.4,-2.7,0.669,0.007,0.348,5.8,17.8,11.7,11.6,0.9,3.2,10.2,19.7,-2.2,2.3,26.4,-0.1,8.5,0.0,398.7,20.0,0.4,109.0,2.2,0.0,0.0,6.0,0.1,0.0,0.0,398.7,59.0,88.0,0.67,21.0,38.0,0.553,5.0,8.0,0.625,0.0,3.0,0.0,0.0,1.0,0.0,48.0,43.0,0.896,26.0,50.0,0.52,42.0,56.0,0.75,13.0,20.0,0.65,4.0,12.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,399,116.6,115.3,1.3,127.4,121.6,5.8,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,398.7,179.0,0.0,0.0,0.0,,48.0,64.0,1.33,0.744,19.0,16.0,0.84,0.417,18.0,15.0,0.83,0.385,23.0,31.0,1.35,0.684,0.0,0.0,0.0,,0.0,0.0,0.0,,40.0,48.0,1.2,0.563,25.0,28.0,1.12,0.684,6.0,8.0,1.33,0.5,1.0,,0.0,0.2182741116751269
adam kwiatkowski,358,407237,face,Blizzards,C,0.0,84 -             7'0“;,252,2.3,23,2,"#20, Blizzards, 2048",,"Gorzów Wielkopolski, Poland",Poland,,3250000,1+1t,Balanced,14.3,82.0,7.0,16.1,5.1,5.2,0.7,0.1,1.2,0.55,0.565,0.779,0.316,0.605,0.574,-2.3,0.9,-1.4,1.5,0.8,2.3,0.1,123.6,120.4,3.3,13.9,-1.0,0.2,8.1,26.6,17.0,6.0,0.4,6.2,11.6,12.7,"1,385,273","38,164,262",3.0,4.0,Roll-and-Cut Big,Anchor Big,15,9,10,13,11,4,16,11,17,2,10,6,9,3,10,14,9,16,2,7,5,10,18,16,16,17,5,8,5,5,2,14,2.1,3.8,0.1,0.2,0.7,0.9,1.3,3.9,5.2,0.7,0.13,1.22,0.5,1.2,1322.4,13.9,-1.0,1.5,0.8,2.3,0.085,-1.4,-2.3,0.9,0.2,0.6,0.7,3.4,123.6,120.4,3.3,-2.0,0.4,-2.4,0.605,0.061,0.248,8.1,26.6,17.0,6.0,0.4,6.2,11.6,12.7,-2.7,0.9,17.0,-0.1,10.0,0.109,1322.4,133.0,1.6,280.0,3.4,0.0,0.0,12.0,0.1,5.0,0.1,1322.4,123.0,176.0,0.699,36.0,91.0,0.396,10.0,23.0,0.435,0.0,1.0,0.0,6.0,19.0,0.316,77.0,60.0,0.779,56.0,110.0,0.509,81.0,128.0,0.633,26.0,44.0,0.591,12.0,28.0,0.429,0.0,0.0,0.0,2.0,4.0,0.5,0.0,3.0,0.0,4.0,12.0,0.333,1323,116.8,121.5,-4.7,125.2,121.2,4.1,-8.8,,,,,,,,,,,,,,,,,,,,,,,,,1322.4,387.0,3.0,3.0,1.0,1.5,142.0,156.0,1.1,0.578,21.0,11.0,0.52,0.267,27.0,30.0,1.11,0.659,58.0,50.0,0.86,0.478,2.0,3.0,1.5,0.75,2.0,0.0,0.0,0.0,17.0,19.0,1.12,0.615,85.0,106.0,1.25,0.654,30.0,33.0,1.1,0.577,2.3,0.7692307692307693,1413043.4782608696,0.4015748031496063
brodrick white,359,181393,face,Calaveras,SF/PF,15.0,82 -             6'10“;,217,2.1,23,4,"#14, Tritons, 2046",Villanova,"Falls Church, Virginia",,,5000000,1,Dedicated,10.9,82.0,0.0,18.0,5.5,2.6,1.6,0.8,1.0,0.57,0.499,0.835,0.44,0.598,0.562,-0.6,1.1,0.5,1.7,0.3,2.1,0.1,123.7,123.9,-0.2,13.0,-1.8,0.9,4.9,10.5,7.6,11.7,2.1,4.6,11.0,12.7,"2,427,629","74,644,540",4.0,4.0,Glue Guy,Wing Stopper,16,14,11,16,19,14,10,16,16,11,19,11,10,15,16,3,7,15,16,19,17,17,17,17,10,8,13,10,8,10,12,11,2.1,4.2,0.5,1.2,0.8,1.0,0.9,1.7,2.6,1.6,0.77,0.99,0.6,1.3,1475.9,13.0,-1.8,1.7,0.3,2.1,0.067,0.5,-0.6,1.1,0.9,2.5,1.3,3.4,123.7,123.9,-0.2,-1.7,-0.4,-1.3,0.598,0.29,0.229,4.9,10.5,7.6,11.7,2.1,4.6,11.0,12.7,-2.9,2.1,19.3,0.4,8.3,0.411,1475.9,53.0,0.6,343.0,4.2,0.0,0.0,21.0,0.3,3.0,0.0,1475.9,71.0,114.0,0.623,22.0,51.0,0.431,27.0,49.0,0.551,8.0,31.0,0.258,44.0,100.0,0.44,79.0,66.0,0.835,29.0,73.0,0.397,56.0,90.0,0.622,37.0,83.0,0.446,50.0,99.0,0.505,0.0,1.0,0.0,6.0,12.0,0.5,16.0,45.0,0.356,22.0,42.0,0.524,1476,115.8,118.7,-3.0,123.6,124.8,-1.2,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,1475.9,423.0,50.0,41.0,0.82,0.351,4.0,2.0,0.5,0.333,56.0,39.0,0.7,0.38,45.0,58.0,1.29,0.75,155.0,187.0,1.21,0.643,25.0,29.0,1.16,0.583,33.0,33.0,1.0,0.464,3.0,3.0,1.0,0.5,40.0,45.0,1.13,0.581,12.0,13.0,1.08,0.667,2.1,0.6,2380952.380952381,0.4330708661417323
óscar salvatierra,360,495815,face,Colonels,PG,2.0,80 -             6'8“;,220,4.5,20,1,"#2, Colonels, 2049",,"Ciudad de Ceuta, Spain",Spain,,5950000,2+1t,Eccentric,18.8,82.0,81.0,31.5,13.1,3.4,7.2,1.7,0.3,1.5,0.477,0.84,0.278,0.543,0.502,-1.5,-0.3,-1.8,3.0,1.5,4.5,0.1,117.6,120.8,-3.2,15.7,0.2,0.1,1.7,9.7,5.6,33.1,2.7,0.8,11.0,18.9,"1,326,555","71,318,908",3.0,4.0,Secondary Creator,Point Of Attack,13,15,9,16,14,17,9,13,14,15,16,8,16,15,9,1,17,13,17,12,14,14,11,8,5,15,14,13,8,14,15,4,5.2,11.0,0.5,1.9,2.1,2.5,0.5,2.9,3.4,7.2,1.74,0.28,1.5,1.8,2580.6,15.7,0.2,3.0,1.5,4.5,0.083,-1.8,-1.5,-0.3,0.1,0.3,3.4,7.0,117.6,120.8,-3.2,-6.7,-4.0,-2.7,0.543,0.175,0.229,1.7,9.7,5.6,33.1,2.7,0.8,11.0,18.9,-7.1,6.2,34.0,-0.4,6.9,0.252,2580.6,27.0,0.3,306.0,3.7,0.0,0.0,33.0,0.4,8.0,0.1,2580.6,162.0,248.0,0.653,42.0,109.0,0.385,112.0,198.0,0.566,70.0,188.0,0.372,44.0,158.0,0.278,206.0,173.0,0.84,77.0,164.0,0.47,146.0,311.0,0.469,77.0,167.0,0.461,130.0,259.0,0.502,0.0,0.0,0.0,8.0,34.0,0.235,11.0,52.0,0.212,25.0,72.0,0.347,2581,110.0,115.3,-5.4,122.1,114.9,7.2,-12.5,,,,,,,,,,,,,,,,,,,,,,,,,2580.6,1101.0,323.0,294.0,0.91,0.463,3.0,7.0,2.33,0.833,101.0,90.0,0.89,0.488,205.0,255.0,1.24,0.674,218.0,177.0,0.81,0.397,62.0,63.0,1.02,0.527,84.0,65.0,0.77,0.388,13.0,16.0,1.23,0.6,88.0,100.0,1.14,0.565,4.0,4.0,1.0,0.5,4.5,0.7731092436974789,1322222.2222222222,0.6931216931216931
